date,cash,position_value,total_value,position_count,return,cum_return
2023-01-03,1000000.0,0.0,1000000.0,0,,
2023-01-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-01-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-02-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-03-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-04-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-05-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-06-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-07-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-08-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-09-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-10-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-11-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-13,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-14,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2023-12-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-03,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-04,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-09,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-10,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-11,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-12,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-15,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-16,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-17,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-18,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-24,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-25,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-30,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-01-31,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-02,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-05,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-06,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-07,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-08,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-19,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-20,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-21,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-22,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-23,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-26,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-27,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-28,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-02-29,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-03-01,1000000.0,0.0,1000000.0,0,0.0,0.0
2024-03-04,899869.97,100000.0,999869.97,1,-0.0001300300000000032,-0.0001300300000000032
2024-03-05,899869.97,94414.89361702127,994284.8636170212,1,-0.00558583270880586,-0.005715136382978714
2024-03-06,899869.97,103989.36170212767,1003859.3317021276,1,0.009629502002350021,0.0038593317021275997
2024-03-07,899869.97,106914.89361702127,1006784.8636170212,1,0.0029142847234713276,0.006784863617021353
2024-03-08,899869.97,108244.68085106384,1008114.6508510638,1,0.0013208256124004336,0.008114650851063887
2024-03-11,899869.97,106648.93617021276,1006518.9061702128,1,-0.0015829000000187055,0.00651890617021289
2024-03-12,899869.97,103989.36170212767,1003859.3317021276,1,-0.0026423492413121252,0.0038593317021278217
2024-03-13,899869.97,104255.31914893618,1004125.2891489362,1,0.0002649349748611307,0.004125289148936506
